시장명,지자체,행정동명,시장유형명,상점수,시장운영기간,추가설명,화장실존재여부,주차장존재여부,위치위도,위치경도,시군구시장수,시군구상점수,인구수,시설인구수,소방시설보유,보유여부 - 스프링클러,보유여부 - 소화전,보유여부 - 공용소화기,보유여부 - 경보기,보유여부 - 화재_가스감지센서,보유여부 - 화재알림시설(자동 화재속보 설비),보유율 - 개별점포 보유 소화기,보유여부 - CCTV,보유여부 - 공동화장실,보유여부 - 아케이드,보유여부 - 엘리베이터_에스컬레이터 (건물형만)
명곡종합상가,경남창원시,명곡동,상설장,92,매일,"가공식품,음식점업,기타소매업",Y,Y,35.2484874,128.6462193,12,1176,170348,144,1,1,1,1,1,1,1,100,1,1,2,1
명서시장,경남창원시,명곡동,상설장,167,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.24944513,128.6459745,12,1176,170348,144,1,1,1,1,1,1,1,80,1,1,1,2
반송시장,경남창원시,반송동,상설장,132,매일,"농산물,축산물,가공식품,의류/신발,가정용품",Y,Y,35.23513386,128.6710497,20,3331,195301,58,1,1,1,1,1,1,2,87,1,1,1,2
봉곡민속체험시장(봉곡시장),경남창원시,봉림동,상설장,143,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,Y,35.24696954,128.6719711,12,1176,170348,144,1,1,1,1,1,1,2,90,1,1,2,1
봉곡프라자상가,경남창원시,봉림동,상설장,90,매일,"가공식품,의류/신발,음식점업,기타소매업",Y,Y,35.24543957,128.6595184,12,1176,170348,144,1,1,1,1,1,1,1,95,1,1,2,1
부림상시장,경남창원시,오동동,상설장,60,매일,"가공식품,의류/신발,음식점업,기타소매업",Y,Y,35.2057733,128.5724461,15,2465,142062,57,1,1,1,1,1,1,1,50,1,1,1,2
부림시장,경남창원시,오동동,상설장,402,매일,"가공식품,의류/신발,가정용품,음식점업,기타소매업",Y,Y,35.20718522,128.5729011,15,2465,142062,57,1,1,1,1,1,1,1,90,1,1,1,2
북동공설시장,경남창원시,의창동,상설장,45,매일,"가공식품,기타소매업",Y,Y,35.26618055,128.6206956,12,1176,170348,144,1,1,1,1,1,1,2,50,1,1,1,1
북마산가구시장,경남창원시,오동동,상설장,60,매일,음식점업,Y,Y,35.2089946,128.5727859,15,2465,142062,57,1,1,1,1,1,1,2,100,1,1,2,2
북마산중앙시장,경남창원시,교방동,상설장,210,매일,"농산물,수산물,가공식품,음식점업,기타소매업",Y,N,35.21603536,128.5711735,15,2465,142062,57,1,1,1,1,1,1,1,40,2,1,1,2
사파동성종합상가,경남창원시,사파동,상설장,106,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.21947669,128.7021885,20,3331,195301,58,1,1,1,1,1,1,2,100,1,1,1,2
산호시장,경남창원시,산호동,상설장,71,매일,"농산물,축산물,수산물,의류/신발,음식점업",Y,Y,35.21837357,128.581716,15,2465,142062,57,1,1,1,1,1,1,1,100,1,1,1,2
상남시장,경남창원시,상남동,상설장,588,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.22221487,128.68338,20,3331,195301,58,1,1,1,1,1,1,1,100,1,1,1,1
서마산시장,경남창원시,석전동,상설장,29,매일,"농산물,축산물,수산물",Y,Y,35.22902031,128.5691291,14,1172,154441,131,1,1,1,1,1,1,1,100,1,1,1,2
석전시장,경남창원시,석전동,상설장,135,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.23041122,128.5749057,14,1172,154441,131,1,1,1,1,1,1,1,10,1,1,2,2
성원3차상가,경남창원시,사파동,상설장,101,매일,의류/신발,Y,Y,35.21499999,128.7052999,20,3331,195301,58,1,1,1,1,1,1,2,90,1,1,2,1
성원그랜드쇼핑상가,경남창원시,상남동,상설장,564,매일,"의류/신발,가정용품,음식점업,기타소매업",Y,Y,35.21937354,128.6915928,20,3331,195301,58,1,1,1,1,1,1,1,100,1,1,2,1
소계시장,경남창원시,의창동,상설장,72,매일,"농산물,축산물,수산물,의류/신발,음식점업",Y,N,35.25675858,128.5989657,12,1176,170348,144,1,1,1,1,1,1,2,70,1,1,1,2
소계옛길시장,경남창원시,의창동,상설장,57,매일,"농산물,축산물,수산물,음식점업,기타소매업",Y,N,35.25791345,128.5982669,12,1176,170348,144,1,1,1,1,1,1,2,50,2,1,2,2
소답시장,경남창원시,의창동,상설장,64,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.2657462,128.6207603,12,1176,170348,144,1,1,1,1,2,2,2,50,1,1,2,2
신마산반월시장(반월시장),경남창원시,반월중앙동,상설장,80,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,N,35.18965944,128.5611826,15,2465,142062,57,1,1,1,1,1,1,1,100,1,1,1,2
신마산시장,경남창원시,월영동,상설장,94,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.18109688,128.5617023,15,2465,142062,57,1,1,1,1,1,1,1,100,1,1,1,2
양곡종합상가,경남창원시,웅남동,상설장,103,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.20085109,128.628329,20,3331,195301,58,1,1,1,1,1,1,2,100,1,1,2,2
양덕중앙시장,경남창원시,양덕1동,상설장,83,매일,"농산물,수산물,가공식품,의류/신발,음식점업",Y,N,35.2326503,128.5842642,14,1172,154441,131,1,1,1,1,1,1,2,70,1,1,1,2
역전통합시장,경남창원시,석전동,상설장,170,매일,"농산물,가공식품,의류/신발,기타소매업",Y,Y,35.2361472,128.5794639,14,1172,154441,131,1,1,1,1,1,1,2,100,2,1,2,2
웅천시장,경남창원시,웅천동,5일장,132,4일+9일,"농산물,수산물,의류/신발",Y,Y,35.11101903,128.7509026,5,731,155129,212,1,2,1,2,2,2,2,60,2,1,1,2
월영대시장,경남창원시,월영동,상설장,125,매일,"음식점업,기타소매업",Y,N,35.17927954,128.5577548,15,2465,142062,57,1,1,1,1,1,1,2,100,2,1,2,2
유신종합상가,경남창원시,웅남동,상설장,56,매일,"가공식품,기타소매업",Y,Y,35.20756147,128.6267807,20,3331,195301,58,1,1,1,1,1,1,2,100,1,1,2,2
정우새어시장,경남창원시,오동동,상설장,73,매일,"농산물,수산물,가공식품",Y,Y,35.20411504,128.578725,15,2465,142062,57,1,1,1,1,1,1,1,85,1,1,1,2
중앙시장(창원중앙시장),경남창원시,중앙동,상설장,225,매일,"축산물,가공식품,기타소매업",Y,Y,35.23017119,128.6719386,20,3331,195301,58,1,1,1,1,1,2,2,70,2,1,2,2
지귀시장,경남창원시,봉림동,상설장+5일장,78,1일+6일,"농산물,축산물,의류/신발,가정용품,기타소매업",Y,N,35.24581106,128.6598468,12,1176,170348,144,1,1,1,1,1,1,2,100,2,1,2,2
진동시장,경남창원시,진동면,상설장+5일장,25,4일+9일,"농산물,수산물,가공식품,의류/신발,근린생활서비스업",Y,Y,35.1135948,128.4879255,15,2465,142062,57,1,1,1,1,1,1,1,100,1,1,1,2
진동전통시장,경남창원시,진동면,상설장+5일장,78,4일+9일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,35.11330584,128.4873242,15,2465,142062,57,1,1,1,1,1,1,1,100,1,1,1,2
진해중부시장,경남창원시,경화동,상설장,108,매일,"수산물,의류/신발,기타소매업",Y,Y,35.15507185,128.681561,5,731,155129,212,1,1,1,1,1,1,1,70,2,1,1,2
진해중앙시장,경남창원시,충무동,상설장,324,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.15108231,128.6652503,5,731,155129,212,1,1,1,1,1,1,1,75,1,1,1,1
창원기계공구상가,경남창원시,팔룡동,상설장,214,매일,근린생활서비스,Y,Y,35.23376746,128.6410782,12,1176,170348,144,1,1,1,1,1,1,1,95,1,1,2,1
창원도계부부시장,경남창원시,명곡동,상설장,113,매일,"농산물,축산물,가공식품,음식점업,기타소매업",Y,N,35.25721476,128.6371392,12,1176,170348,144,1,1,1,1,1,1,1,100,1,1,1,2
창원캔버라상가,경남창원시,중앙동,상설장,29,매일,기타소매업,Y,Y,35.22123302,128.6768275,20,3331,195301,58,1,1,1,1,1,1,1,95,1,1,1,1
창원코아상가,경남창원시,중앙동,상설장,184,매일,"농산물,가공식품,음식점업,기타소매업",Y,Y,35.22044242,128.6795415,20,3331,195301,58,1,1,1,1,1,1,2,100,1,1,2,1
코오롱타운상가,경남창원시,내서읍,상설장,78,매일,"농산물,축산물,의류/신발,음식점업,기타소매업",Y,Y,35.26570599,128.5256081,14,1172,154441,131,1,1,1,1,1,1,2,90,1,1,2,1
토월복합상가시장,경남창원시,용지동,상설장,214,매일,"의류/신발,가정용품,음식점업",Y,Y,35.22803688,128.6919388,20,3331,195301,58,1,1,1,1,1,1,1,100,1,1,2,1
합성동상가,경남창원시,합성2동,상설장,100,매일,"의류/신발,기타소매업",Y,Y,35.23772502,128.583461,14,1172,154441,131,1,1,1,1,1,1,1,90,1,1,2,2
합성옛길시장,경남창원시,양덕1동,상설장,60,매일,"가정용품,기타소매업",N,N,35.23534201,128.5820118,14,1172,154441,131,1,1,1,1,1,1,2,100,1,2,2,2
회성종합시장,경남창원시,회성동,상설장,78,매일,"가공식품,음식점업,기타소매업",Y,Y,35.23292398,128.5592165,14,1172,154441,131,1,1,1,1,1,1,1,100,1,1,1,2
합성대로상가,경남창원시,합성1동,상설장,35,매일,"의류/신발,가정용품,기타소매업",N,N,35.23893191,128.5824166,14,1172,154441,131,1,2,1,2,2,2,2,70,2,2,2,2
북신전통시장,경남통영시,북신동,상설장,137,매일,"농산물,축산물,수산물,기타소매업,근린생활서비스",Y,Y,34.85415526,128.4275309,3,657,99786,151,1,1,1,1,1,1,1,90,1,1,1,2
서호전통시장,경남통영시,명정동,상설장,240,매일,"농산물,수산물,가공식품,음식점업",Y,Y,34.84146179,128.4201162,3,657,99786,151,1,1,1,1,1,1,1,50,1,1,1,2
통영중앙시장,경남통영시,중앙동,상설장+5일장,280,2일+7일,수산물,Y,Y,34.84529265,128.4246138,3,657,99786,151,1,1,1,1,1,1,1,60,1,1,1,2
계천공설시장(계천시장),경남하동군,금남면,5일장,45,5일+8일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,34.99598807,127.8094994,7,420,32392,77,1,1,1,1,1,1,1,100,1,1,1,2
북천공설시장,경남하동군,북천면,5일장,18,4일+9일,"농산물,수산물,의류/신발,기타소매업,근린생활서비스업",Y,Y,35.11402683,127.8919534,7,420,32392,77,1,1,1,1,1,1,2,100,2,1,1,2
옥종공설시장,경남하동군,옥종면,5일장,40,3일+8일,"수산물,의류/신발,음식점업,기타소매업,근린생활서비스업",Y,Y,35.18209956,127.8802211,7,420,32392,77,1,2,1,1,1,1,2,100,1,1,1,2
진교공설시장,경남하동군,진교면,상설장+5일장,74,3일+8일,"농산물,수산물,가정용품,음식점업,기타소매업",Y,Y,35.02717371,127.9038157,7,420,32392,77,1,1,1,1,1,1,1,100,1,1,1,2
하동공설시장,경남하동군,하동읍,상설장+5일장,155,2일+7일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.06980844,127.7483806,7,420,32392,77,1,1,1,1,1,1,1,100,1,1,1,2
화개장터,경남하동군,화개면,상설장+5일장,74,1일+6일,"농산물,가공식품,의류/신발,기타소매업,근린생활서비스",Y,Y,35.18862364,127.6242242,7,420,32392,77,1,1,1,1,1,1,1,70,1,1,2,2
횡천공설시장(횡천시장),경남하동군,횡천면,상설장+5일장,14,5일+10일,"농산물,수산물,음식점업,기타소매업,근린생활서비스업",Y,Y,35.10921229,127.8107002,7,420,32392,77,1,1,1,1,1,1,1,100,1,1,1,2
가야상설시장(가야시장),경남함안군,가야읍,상설장+5일장,86,5일+10일,기타소매업,Y,Y,35.27726096,128.4064637,4,156,55475,355,1,1,1,1,1,1,1,80,1,1,1,2
군복공설시장,경남함안군,군북면,5일장,20,4일+9일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.26104842,128.3469461,4,156,55475,355,1,2,1,1,1,2,1,0,2,1,1,2
대산공설시장,경남함안군,대산면,5일장,34,1일+6일,"농산물,축산물,가공식품,음식점업,기타소매업",Y,Y,35.35283686,128.428129,4,156,55475,355,1,1,1,1,1,1,2,0,2,1,1,2
칠원공설시장,경남함안군,칠원읍,5일장,16,3일+8일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,35.3061904,128.5189083,4,156,55475,355,1,1,1,1,1,1,1,100,2,1,1,2
안의시장,경남함양군,안의면,5일장,30,5일+10일,"농산물,수산물,가공식품,의류/신발,음식점업",Y,Y,35.62629824,127.8140336,4,195,28588,146,1,1,1,1,1,1,2,100,2,1,2,2
지리산함양시장,경남함양군,함양읍,상설장+5일장,131,2일+7일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,35.51860401,127.7289887,4,195,28588,146,1,1,1,1,1,1,1,70,1,1,1,2
함양토종약초시장,경남함양군,안의면,상설장,23,매일,"농산물,기타소매업",Y,Y,35.62596602,127.813715,4,195,28588,146,1,1,1,1,1,1,1,100,1,1,2,2
가야시장,경남합천군,가야면,5일장,64,5일+10일,"농산물,가공식품,의류/신발",Y,Y,35.76024552,128.1383663,5,405,32375,79,1,2,1,1,1,1,2,100,1,1,1,2
삼가시장,경남합천군,삼가면,상설장+5일장,96,2일+7일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,35.41281461,128.122283,5,405,32375,79,1,1,1,1,1,1,1,70,1,1,1,2
야로시장,경남합천군,야로면,5일장,34,2일+7일,"수산물,가공식품,의류/신발",Y,Y,35.70612717,128.1685691,5,405,32375,79,1,2,1,1,1,2,2,100,1,1,1,2
초계시장,경남합천군,초계면,상설장+5일장,52,5일+10일,"농산물,가공식품,의류/신발,가정용품,음식점업",Y,Y,35.55931487,128.2668345,5,405,32375,79,1,1,1,1,1,1,1,100,1,1,1,2
합천시장,경남합천군,합천읍,상설장+5일장,159,3일+8일,"농산물,수산물,가공식품,의류/신발,가정용품",Y,Y,35.56850747,128.161164,5,405,32375,79,1,1,1,1,1,1,1,100,1,1,1,2
고성오일시장,제주서귀포시,성산읍,5일장,68,5일+9일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,33.45186232,126.9128147,7,1244,137251,110,,,,,,,,,,,,
대정오일시장,제주서귀포시,대정읍,5일장,198,1일+6일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,33.22060697,126.2482128,7,1244,137251,110,,,,,,,,,,,,
모슬포중앙시장,제주서귀포시,대정읍,상설장,68,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,33.22206691,126.2545138,7,1244,137251,110,,,,,,,,,,,,
서귀포매일올레시장,제주서귀포시,중앙동,상설장,225,매일,"농산물,축산물,수산물,음식점업,기타소매업",Y,Y,33.25014898,126.5632305,7,1244,137251,110,1,1,1,1,1,1,1,100,1,1,1,2
서귀포향토오일시장,제주서귀포시,동홍동,5일장,568,4일+9일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,33.26778949,126.5737419,7,1244,137251,110,1,1,1,1,1,1,1,90,1,1,1,2
중문오일시장,제주서귀포시,중문동,5일장,67,3일+8일,"농산물,수산물,의류/신발",Y,Y,33.2505829,126.4239475,7,1244,137251,110,,,,,,,,,,,,
표선오일시장,제주서귀포시,표선면,5일장,50,2일+7일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,33.3227172,126.8303826,7,1244,137251,110,,,,,,,,,,,,
도남시장,제주제주시,이도2동,상설장,99,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,33.49681229,126.5284042,15,2646,385724,145,,,,,,,,,,,,
동문시장(주),제주제주시,일도1동,상설장,79,매일,의류/신발,Y,N,33.51279665,126.5283197,15,2646,385724,145,1,1,1,1,1,1,1,10,1,1,1,2
보성시장,제주제주시,이도1동,상설장,61,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,33.50336755,126.5278976,15,2646,385724,145,,,,,,,,,,,,
세화오일시장,제주제주시,구좌읍,5일장,151,5일+10일,"농산물,축산물,수산물,의류/신발",Y,Y,33.52618605,126.857297,15,2646,385724,145,,,,,,,,,,,,
신산시장,제주제주시,일도2동,상설장,50,매일,"농산물,축산물,수산물,가공식품,음식점업",Y,Y,33.50603629,126.54198,15,2646,385724,145,,,,,,,,,,,,
제주동문수산시장,제주제주시,이도1동,상설장,94,매일,"축산물,수산물,기타소매업",Y,Y,33.51206638,126.5249028,15,2646,385724,145,1,1,1,1,1,1,1,70,1,1,1,2
제주시동문공설시장,제주제주시,일도1동,상설장,32,매일,"농산물,수산물,가공식품,기타소매업",Y,Y,33.51208743,126.5282423,15,2646,385724,145,1,1,1,1,1,1,1,100,1,1,1,1
제주시동문재래시장,제주제주시,이도1동,상설장,330,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,33.51159028,126.5260182,15,2646,385724,145,1,1,1,1,1,1,1,100,1,1,1,2
제주시민속오일시장,제주제주시,도두동,5일장,1040,2일+7일,"농산물,수산물,의류/신발,가정용품,기타소매업",Y,Y,33.49724701,126.4748884,15,2646,385724,145,,,,,,,,,,,,
제주시서문공설시장,제주제주시,용담1동,상설장,85,매일,"농산물,축산물,수산물,의류/신발,기타소매업",Y,Y,33.51135116,126.5179062,15,2646,385724,145,,,,,,,,,,,,
제주칠성로상점가(칠성로상점가),제주제주시,일도1동,상설장,240,매일,"의류/신발,가정용품,기타소매업",Y,Y,33.51402567,126.5261153,15,2646,385724,145,1,1,1,1,1,1,1,100,1,1,1,2
중앙로상점가,제주제주시,이도1동,상설장,140,매일,"농산물,축산물,수산물,의류/신발,가정용품",Y,Y,33.51010018,126.5239614,15,2646,385724,145,1,1,1,1,1,1,1,0,1,1,1,2
한림매일시장,제주제주시,한림읍,상설장,58,매일,"농산물,수산물,가공식품,의류/신발,기타소매업",Y,Y,33.41564699,126.2647729,15,2646,385724,145,,,,,,,,,,,,
한림민속오일시장(한림오일시장),제주제주시,한림읍,5일장,144,4일+9일,"농산물,축산물,수산물,의류/신발,음식점업",Y,Y,33.41983247,126.2745037,15,2646,385724,145,1,1,1,1,1,1,1,100,1,1,1,2
함덕오일시장,제주제주시,조천읍,5일장,43,1일+6일,"농산물,수산물,의류/신발",Y,Y,33.54025266,126.6679607,15,2646,385724,145,,,,,,,,,,,,
세종전통시장,,조치원읍,상설장+5일장,326,4일+9일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,36.59978935,127.3006116,4,540,,,,,,,,,,,,,,
전의왕의물시장,,전의면,5일장,68,2일+7일,"농산물,축산물,의류/신발,가정용품,기타소매업",Y,Y,36.67774034,127.2058789,4,540,,,,,,,,,,,,,,
대명여울빛거리시장,서울금천구,시흥1동,상설장,238,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,Y,37.45277308,126.9016494,4,636,244237,384,1,1,1,1,1,1,1,60,1,1,1,2
서문시장 아진상가 상점가,대구중구,대신동,상설장,233,매일,"의류/신발,가정용품,근린생활서비스",Y,Y,35.86994908,128.5815824,15,5682,66474,11,1,2,1,2,2,1,1,100,1,1,1,2
남동산업용품상가,인천남동구,논현고잔동,상설장,620,매일,"음식점업,기타소매업,근린생활서비스",Y,Y,37.40694648,126.693402,8,1694,430153,253,1,1,1,1,1,1,2,100,1,1,2,2
언양알프스시장,울산울주군,언양읍,5일장,116,2일+7일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,35.5637023,129.1252897,9,420,181682,432,1,1,1,1,1,1,1,100,1,1,1,2
여주한글시장(여주중앙로상점가),경기여주시,중앙동,5일장,179,5일+10일,"가공식품,의류/신발,가정용품,음식점업,기타소매업",Y,Y,37.29755119,127.6342892,1,179,93249,520,1,1,1,1,1,1,1,100,1,1,2,2
진주청과시장,경남진주시,중앙동,상설장,322,매일,"농산물,축산물,수산물,가공식품",N,N,35.1962457,128.0866851,13,2179,286399,131,,,,,,,,,,,,
청평여울시장,경기가평군,청평면,상설장,114,매일,"농산물,축산물,가공식품,음식점업,기타소매업",Y,N,37.7360485,127.4181274,2,242,47819,197,1,2,1,1,1,1,1,70,1,1,2,1
모란전통기름시장,경기성남시,성남동,상설장,120,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,Y,37.43090769,127.1280077,9,864,180706,209,1,2,2,2,2,2,2,90,2,2,2,2
중부농수산물시장,경기안양시,안양1동,상설장,25,매일,농산물,Y,Y,37.39590755,126.9256147,6,1112,205509,184,1,1,1,2,1,2,1,100,2,1,2,2
철뚝시장,부산부산진구,범천1동,상설장,63,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,N,35.14222041,129.0615694,26,4728,283552,59,1,2,1,2,2,2,2,100,1,2,2,2
답십리건축자재시장,서울동대문구,답십리1동,상설장,83,매일,근린생활서비스,N,N,37.56745985,127.0534875,16,2914,340094,116,1,2,1,2,2,2,2,100,2,2,2,2
신곡종합시장,서울양천구,신월6동,상설장,50,매일,"농산물,축산물,가공식품,의류/신발,기타소매업",Y,N,37.518369,126.8431967,9,701,362776,517,1,2,2,1,2,2,2,100,2,1,2,2
신정제일시장,서울양천구,신정1동,상설장,56,매일,"농산물,축산물,수산물,가공식품,의류/신발",Y,N,37.52084249,126.8535581,9,701,362776,517,1,2,1,1,2,2,2,100,1,1,2,1
주암시장,전남순천시,주암면,5일장,40,3일+8일,"농산물,수산물,의류/신발,음식점업",Y,Y,35.07574055,127.2352628,7,716,224711,313,1,1,1,2,2,2,2,50,1,1,1,2
대천항종합수산물시장,충남보령시,대천5동,상설장,136,매일,"수산물,가공식품,기타소매업",Y,Y,36.32660911,126.5061075,6,518,78607,151,1,1,1,1,1,1,1,90,1,1,2,1
부여 새시장,충남부여군,부여읍,5일장,74,5일+10일,"농산물,축산물,의류/신발,가정용품",N,N,36.28099071,126.9096484,4,304,50369,165,1,2,1,1,2,1,1,100,1,2,2,2
광천원동시장,충남홍성군,광천읍,5일장,161,4일+9일,"농산물,축산물,수산물,음식점업,기타소매업",Y,N,36.50232535,126.6250108,5,737,81958,111,1,2,1,2,2,2,2,80,1,1,2,2
안산패션타운전통시장,경기안산시,사동,상설장,139,매일,"의류/신발,가정용품",Y,Y,37.30498141,126.8446652,6,1067,309829,290,1,1,1,1,1,1,2,100,1,1,2,1
안산 다농마트 전통시장,경기안산시,월피동,상설장,230,매일,"농산물,축산물,의류/신발,가정용품,음식점업",Y,Y,37.32836149,126.8442393,6,1067,309829,290,1,1,1,1,1,1,2,100,1,1,2,1
풍기선비골인삼시장,경북영주시,풍기읍,상설장,68,매일,가공식품,Y,Y,36.88850301,128.5406894,13,985,79675,80,1,1,1,1,1,1,1,100,1,1,2,2
고척골목시장상점가,서울구로구,고척1동,상설장,67,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,N,37.5033751,126.8627093,7,664,414604,624,1,2,2,2,2,2,2,63,1,2,2,2
청계상가,서울중구,을지로동,상설장,179,매일,"음식점업,근린생활서비스",Y,Y,37.56797986,126.9953651,25,21486,138972,6,1,1,1,1,1,2,2,10,1,1,2,1
장미제일시장,서울중랑구,묵2동,상설장,56,매일,"농산물,축산물,수산물,가공식품,기타소매업",Y,N,37.60517363,127.0763732,12,1059,333193,314,1,2,2,1,2,2,2,60,2,1,2,2
오이도전통수산시장,경기시흥시,정왕3동,상설장,172,매일,"수산물,음식점업,기타소매업,근린생활서비스",Y,Y,37.34588131,126.6882099,4,460,451801,982,1,2,1,1,1,1,2,80,1,1,2,2
양동쌍학시장,경기양평군,양동면,상설장,101,매일,"농산물,축산물,가공식품,음식점업,기타소매업",Y,Y,37.42017367,127.7531969,4,764,86119,112,1,1,1,2,2,1,1,100,2,1,2,2
청림시장,경북포항시,청림동,상설장,30,매일,"농산물,축산물,기타소매업",Y,Y,35.99657739,129.4103555,13,1119,187250,167,1,2,2,2,2,2,2,100,2,1,2,2
환호그린빌시장,경북포항시,환여동,상설장,32,매일,"농산물,가공식품,기타소매업",Y,Y,36.06812939,129.3911479,15,3394,211236,62,1,2,2,2,2,2,2,90,2,1,2,2
삼천포전통수산시장,경남사천시,동서동,상설장,66,매일,"농산물,수산물,의류/신발,음식점업,기타소매업",Y,Y,34.927174,128.069893,7,933,84594,90,1,1,1,1,1,1,1,20,1,1,1,2
석계시장,경남양산시,상북면,5일장,16,4일+9일,"농산물,축산물,수산물,가공식품,기타소매업",Y,Y,35.41957336,129.0639378,7,653,283240,433,1,2,2,2,2,2,2,30,2,2,1,2
제천고추시장,충북제천시,용두동,상설장,86,매일,농산물,Y,Y,37.15643437,128.1750459,8,1135,106074,93,1,2,1,2,2,2,2,100,1,1,2,2
부곡시장,경북김천시,대곡동,상설장,21,매일,"수산물,가공식품,기타소매업",Y,Y,36.12549303,128.1044451,4,414,111342,268,1,1,1,1,1,1,1,100,2,1,2,2
중앙시장,경북김천시,자산동,상설장,90,매일,"의류/신발,음식점업",Y,Y,36.11908641,128.1248283,4,414,111342,268,1,2,1,1,2,2,2,80,1,1,2,2
문화의거리 행복상점가,경북문경시,점촌1동,상설장,150,매일,"의류/신발,가정용품,음식점업,기타소매업",Y,Y,36.59668558,128.199258,7,755,49929,66,1,1,1,1,1,1,1,100,2,2,2,2
점촌역전상점가,경북문경시,점촌1동,상설장,152,매일,"의류/신발,음식점업,기타소매업,근린생활서비스업",Y,Y,36.59579707,128.2023118,7,755,49929,66,1,2,2,2,2,2,2,100,1,2,2,1
남성시장,경북상주시,남원동,상설장,140,매일,"농산물,축산물,가공식품,음식점업,기타소매업",N,N,36.41441058,128.1621071,6,508,71373,140,1,2,2,2,2,2,2,90,2,2,2,2
중곡제일시장(이오상사),서울광진구,중곡1동,상설장,15,매일,"농산물,가공식품,기타소매업",Y,N,37.56390828,127.0813014,12,802,334706,417,,,,,,,,,,,,
한아름시장,서울광진구,화양동,상설장,32,매일,"농산물,기타소매업,근린생활서비스업",Y,Y,37.54395902,127.0697577,12,802,334706,417,,,,,,,,,,,,
칠성상가시장,대구북구,칠성동,상설장,70,매일,"농산물,축산물,수산물,음식점업",Y,Y,35.87561087,128.6053141,21,4902,367218,74,,,,,,,,,,,,
소래포구전통어시장,인천남동구,논현1동,상설장,335,매일,수산물,Y,Y,37.39819956,126.7393735,8,1694,430153,253,,,,,,,,,,,,
하복대시장,충북청주시,복대1동,상설장,51,매일,"농산물,축산물,수산물,가공식품,기타소매업",N,N,36.63563824,127.4274666,4,282,227144,805,,,,,,,,,,,,
봉화내성시장,경북봉화군,봉화읍,상설장,138,매일,"가공식품,의류/신발,음식점업,기타소매업",Y,N,36.88890469,128.7389555,3,408,21423,52,,,,,,,,,,,,
거제읍내시장,경남거제시,거제면,상설장+5일장,56,4일+9일,"농산물,수산물,가공식품,음식점업,기타소매업",Y,N,34.85055999,128.5901796,10,758,198333,261,,,,,,,,,,,,
관악종합시장,서울관악구,신원동,상설장,56,매일,"근린생활서비스,의류/신발,음식점업,축산물",Y,N,37.48157679,126.9280632,14,1069,486206,454,1,1,1,1,1,1,1,100,1,1,2,2
조양시장(건물형),서울광진구,자양4동,상설장,29,매일,"농산물,가공식품",Y,N,37.53899664,127.0674893,12,802,334706,417,1,2,1,1,1,1,2,95,1,1,2,2
상계중앙시장,서울노원구,상계2동,상설장,64,매일,"축산물,농산물,가공식품",N,N,37.65904916,127.0702768,2,170,429221,2524,1,1,1,1,1,1,1,100,1,2,1,1
신도봉시장,서울도봉구,도봉1동,상설장,25,매일,"가공식품,수산물,농산물,가공식품",Y,Y,37.67001525,127.0411237,6,402,263122,654,1,2,1,1,1,1,1,100,1,1,1,2
중부시장,서울중구,광희동,상설장,510,매일,수산물,Y,N,37.56506341,127.0019051,25,21486,138972,6,1,2,1,1,1,1,2,100,2,1,2,2
중부시장,서울중구,광희동,상설장,510,매일,수산물,Y,N,37.56506341,127.0019051,25,21486,138972,6,1,1,1,1,1,1,1,80,1,1,1,1
