시장명,지자체,시도명,시군구명,행정동코드,행정동명,위치경도,위치위도,인구수,시군구시장수,시군구상점수,시설인구수,시장유형명,시장운영기간,화장실존재여부,주차장존재여부
부산진시장,부산동구,부산,동구,2617066000,범일2동,129.0588362,35.13642339,71745,9,3677,19,상설장,매일,Y,Y
성북시장,부산동구,부산,동구,2617065000,범일1동,129.0487528,35.13873344,71745,9,3677,19,상설장,매일,Y,Y
수정시장,부산동구,부산,동구,2617057000,수정2동,129.0463919,35.12825843,71745,9,3677,19,상설장,매일,Y,Y
수정전통시장,부산동구,부산,동구,2617057000,수정2동,129.0463697,35.13011972,71745,9,3677,19,상설장,매일,N,N
초량상가시장,부산동구,부산,동구,2617052000,초량2동,129.0399808,35.11890679,71745,9,3677,19,상설장,매일,Y,N
초량전통시장,부산동구,부산,동구,2617052000,초량2동,129.0396675,35.11803874,71745,9,3677,19,상설장,매일,Y,N
범일골목시장,부산동구,부산,동구,2617065000,범일1동,129.0554918,35.14178489,71745,9,3677,19,상설장,매일,Y,N
국민시장,부산동래구,부산,동래구,2626059000,사직2동,129.0582333,35.19840108,217372,10,1213,179,상설장,매일,Y,Y
금성상가시장,부산동래구,부산,동래구,2626056000,온천2동,129.0719427,35.20817586,217372,10,1213,179,상설장,매일,Y,N
동래시장,부산동래구,부산,동래구,2626052000,복산동,129.0859386,35.20380872,217372,10,1213,179,상설장,매일,Y,Y
명장시장,부산동래구,부산,동래구,2626076100,명장1동,129.1074835,35.20401286,217372,10,1213,179,상설장,매일,Y,N
사직시장,부산동래구,부산,동래구,2626058000,사직1동,129.0623187,35.20005591,217372,10,1213,179,상설장,매일,Y,N
서원시장,부산동래구,부산,동래구,2626074000,안락1동,129.0990191,35.20038828,217372,10,1213,179,상설장,매일,Y,Y
수안인정시장,부산동래구,부산,동래구,2626051000,수민동,129.0865801,35.20149621,217372,10,1213,179,상설장,매일,Y,Y
안락상가시장,부산동래구,부산,동래구,2626075000,안락2동,129.1033164,35.1954983,217372,10,1213,179,상설장,매일,Y,N
온천인정시장,부산동래구,부산,동래구,2626055000,온천1동,129.0831495,35.22311398,217372,10,1213,179,상설장,매일,Y,N
충렬상가시장,부산동래구,부산,동래구,2626075000,안락2동,129.1099543,35.19809586,217372,10,1213,179,상설장,매일,Y,Y
가야벽산상가,부산부산진구,부산,부산진구,2623072000,가야2동,129.0269894,35.14661344,283552,26,4728,59,상설장,매일,Y,Y
개금골목시장,부산부산진구,부산,부산진구,2623074000,개금1동,129.0247937,35.1518328,283552,26,4728,59,상설장,매일,N,N
개금큰시장,부산부산진구,부산,부산진구,2623074000,개금1동,129.0178858,35.14853427,283552,26,4728,59,상설장,매일,Y,N
골드테마거리,부산부산진구,부산,부산진구,2623077000,범천1동,129.0597745,35.14193851,283552,26,4728,59,상설장,매일,Y,Y
국제상가,부산부산진구,부산,부산진구,2623067000,당감1동,129.028207,35.1684408,283552,26,4728,59,상설장,매일,Y,Y
당감골목시장,부산부산진구,부산,부산진구,2623067000,당감1동,129.0408703,35.16328299,283552,26,4728,59,상설장,매일,Y,N
당감새시장,부산부산진구,부산,부산진구,2623067000,당감1동,129.0421399,35.16506067,283552,26,4728,59,상설장,매일,Y,N
당감시장,부산부산진구,부산,부산진구,2623067000,당감1동,129.0418361,35.16391095,283552,26,4728,59,상설장,매일,Y,N
동평새시장,부산부산진구,부산,부산진구,2623067000,당감1동,129.0408872,35.16666694,283552,26,4728,59,상설장,매일,N,N
부산전자종합시장,부산부산진구,부산,부산진구,2623051000,부전1동,129.0624353,35.16375165,283552,26,4728,59,상설장,매일,Y,Y
부산평화시장,부산부산진구,부산,부산진구,2623077000,범천1동,129.0606748,35.14169728,283552,26,4728,59,상설장,매일,Y,Y
부전기장골목시장,부산부산진구,부산,부산진구,2623051000,부전1동,129.0612385,35.16220022,283552,26,4728,59,상설장,매일,Y,N
부전농수산물새벽시장,부산부산진구,부산,부산진구,2623051000,부전1동,129.0583022,35.16225251,283552,26,4728,59,상설장,매일,Y,N
부전상가,부산부산진구,부산,부산진구,2623051000,부전1동,129.0595513,35.16034559,283552,26,4728,59,상설장,매일,Y,Y
부전시장,부산부산진구,부산,부산진구,2623051000,부전1동,129.0609058,35.16323429,283552,26,4728,59,상설장,매일,Y,Y
부전인삼시장,부산부산진구,부산,부산진구,2623051000,부전1동,129.0609058,35.16323429,283552,26,4728,59,상설장,매일,Y,Y
서면시장,부산부산진구,부산,부산진구,2623052000,부전2동,129.0581408,35.1556582,283552,26,4728,59,상설장,매일,Y,Y
서면종합시장,부산부산진구,부산,부산진구,2623051000,부전1동,129.0589849,35.16191514,283552,26,4728,59,상설장,매일,Y,Y
서면중앙시장,부산부산진구,부산,부산진구,2623061000,전포2동,129.0632892,35.16085844,283552,26,4728,59,상설장,매일,Y,Y
성곡종합시장,부산부산진구,부산,부산진구,2623055000,초읍동,129.0480782,35.17476161,283552,26,4728,59,상설장,매일,Y,N
양정시장,부산부산진구,부산,부산진구,2623056000,양정1동,129.0697618,35.17276467,283552,26,4728,59,상설장,매일,Y,Y
양정전통시장,부산부산진구,부산,부산진구,2623056000,양정1동,129.069435,35.17359419,283552,26,4728,59,상설장,매일,N,N
연지시장,부산부산진구,부산,부산진구,2623054000,연지동,129.0513996,35.17090509,283552,26,4728,59,상설장,매일,N,N
전포놀이터시장,부산부산진구,부산,부산진구,2623061000,전포2동,129.0670092,35.15899025,283552,26,4728,59,상설장,매일,Y,N
초읍시장,부산부산진구,부산,부산진구,2623055000,초읍동,129.0526746,35.17731345,283552,26,4728,59,상설장,매일,Y,N
구포축산물도매시장,부산북구,부산,북구,2632052000,구포2동,128.9892003,35.19619458,234815,5,1447,162,상설장,매일,Y,Y
덕천시장,부산북구,부산,북구,2632055000,덕천1동,129.0134028,35.21121581,234815,5,1447,162,상설장,매일,Y,Y
만덕2동제일상가시장,부산북구,부산,북구,2632057200,만덕2동,129.0361289,35.20223944,234815,5,1447,162,상설장,매일,Y,N
만덕시장,부산북구,부산,북구,2632057100,만덕1동,129.0353711,35.21449706,234815,5,1447,162,상설장,매일,Y,N
정이있는구포시장,부산북구,부산,북구,2632051000,구포1동,129.0038538,35.20835511,234815,5,1447,162,상설장+5일장,3일+8일,Y,Y
감전시장,부산사상구,부산,사상구,2653064500,감전동,128.984607,35.1561407,183547,18,6251,29,상설장,매일,Y,Y
감전제일상가시장,부산사상구,부산,사상구,2653064500,감전동,128.9845484,35.15632532,183547,18,6251,29,상설장,매일,Y,N
구덕대림상가,부산사상구,부산,사상구,2653067000,학장동,128.9922406,35.13532021,183547,18,6251,29,상설장,매일,Y,Y
르네시떼시장,부산사상구,부산,사상구,2653062000,괘법동,128.9777161,35.16433608,183547,18,6251,29,상설장,매일,Y,Y
모라전통시장,부산사상구,부산,사상구,2653059100,모라1동,128.9874369,35.18763087,183547,18,6251,29,상설장,매일,Y,Y
복이있는덕포시장,부산사상구,부산,사상구,2653060000,덕포1동,128.9822553,35.17128103,183547,18,6251,29,상설장,매일,Y,N
부산산업용재유통상가,부산사상구,부산,사상구,2653064500,감전동,128.9809673,35.15328083,183547,18,6251,29,상설장,매일,Y,Y
부산산업용품상협동조합,부산사상구,부산,사상구,2653062000,괘법동,128.9804344,35.15975522,183547,18,6251,29,상설장,매일,Y,Y
부산새벽시장,부산사상구,부산,사상구,2653064500,감전동,128.9824317,35.15414273,183547,18,6251,29,상설장,매일,Y,Y
사상시장,부산사상구,부산,사상구,2653062000,괘법동,128.9855085,35.16665715,183547,18,6251,29,상설장,매일,N,N
영해종합시장,부산사상구,부산,사상구,2653067000,학장동,128.9879641,35.1407094,183547,18,6251,29,상설장,매일,Y,Y
우신종합상가,부산사상구,부산,사상구,2653059100,모라1동,128.9912819,35.18311311,183547,18,6251,29,상설장,매일,Y,Y
주례럭키종합상가,부산사상구,부산,사상구,2653066100,주례3동,129.00292,35.14875176,183547,18,6251,29,상설장,매일,Y,Y
주례현대무지개상가,부산사상구,부산,사상구,2653066100,주례3동,129.0049861,35.14496383,183547,18,6251,29,상설장,매일,Y,Y
학장반도보라상가,부산사상구,부산,사상구,2653067000,학장동,128.9791721,35.13729145,183547,18,6251,29,상설장,매일,Y,Y
부산광역시건축자재판매협동조합,부산사상구,부산,사상구,2653068000,엄궁동,128.9653822,35.13287325,183547,18,6251,29,상설장,매일,N,Y
가락타운상가시장,부산사하구,부산,사하구,2638056100,하단1동,128.9579657,35.10107782,255409,15,1365,187,상설장,매일,Y,Y
감천2동시장,부산사하구,부산,사하구,2638063000,감천2동,129.0089227,35.09386856,255409,15,1365,187,상설장,매일,Y,N
감천시장,부산사하구,부산,사하구,2638062000,감천1동,129.0054329,35.08825658,255409,15,1365,187,상설장,매일,Y,N
괴정골목시장,부산사하구,부산,사하구,2638053000,괴정3동,128.9937058,35.0993329,255409,15,1365,187,상설장,매일,Y,Y
다대씨-파크,부산사하구,부산,사하구,2638060100,다대1동,128.9719733,35.05514907,255409,15,1365,187,상설장,매일,Y,Y
당리시장,부산사하구,부산,사하구,2638055000,당리동,128.9753522,35.10546653,255409,15,1365,187,상설장,매일,Y,Y
사하시장,부산사하구,부산,사하구,2638054000,괴정4동,128.986461,35.0983507,255409,15,1365,187,상설장,매일,Y,N
신평골목시장,부산사하구,부산,사하구,2638057100,신평1동,128.9771269,35.09108269,255409,15,1365,187,상설장,매일,Y,Y
신평종합시장,부산사하구,부산,사하구,2638057100,신평1동,128.9767093,35.09162211,255409,15,1365,187,상설장,매일,Y,Y
에덴골목시장,부산사하구,부산,사하구,2638056200,하단2동,128.9627212,35.11114755,255409,15,1365,187,상설장,매일,N,N
에덴시장,부산사하구,부산,사하구,2638056200,하단2동,128.9629713,35.1114836,255409,15,1365,187,상설장,매일,Y,Y
장림골목시장,부산사하구,부산,사하구,2638058000,장림1동,128.9676774,35.08046852,255409,15,1365,187,상설장,매일,N,Y
장림시장,부산사하구,부산,사하구,2638058000,장림1동,128.9677386,35.08093227,255409,15,1365,187,상설장,매일,Y,Y
하단시장,부산사하구,부산,사하구,2638055000,당리동,128.9694939,35.10627751,255409,15,1365,187,상설장,매일,Y,N
하단오일상설시장,부산사하구,부산,사하구,2638056100,하단1동,128.9708028,35.10372011,255409,15,1365,187,상설장,매일,Y,Y
대신시장,부산서구,부산,서구,2614051000,동대신1동,129.0197017,35.1103293,84608,9,929,91,상설장,매일,Y,N
동대신1동골목시장,부산서구,부산,서구,2614051000,동대신1동,129.0191909,35.11030807,84608,9,929,91,상설장,매일,Y,N
서대신1동골목시장,부산서구,부산,서구,2614054000,서대신1동,129.0144325,35.10865755,84608,9,929,91,상설장,매일,N,N
서대신동골목시장,부산서구,부산,서구,2614054000,서대신1동,129.0173205,35.11042114,84608,9,929,91,상설장,매일,Y,N
송남시장,부산서구,부산,서구,2614068000,암남동,129.0168309,35.07851,84608,9,929,91,상설장,매일,Y,Y
아미시장,부산서구,부산,서구,2614061500,아미동,129.0174795,35.0996515,84608,9,929,91,상설장,매일,N,N
충무동골목시장,부산서구,부산,서구,2614064000,충무동,129.0236516,35.09428203,84608,9,929,91,상설장,매일,Y,Y
충무동새벽시장,부산서구,부산,서구,2614065000,남부민1동,129.0247388,35.09329448,84608,9,929,91,상설장,매일,Y,Y
충무동해안시장,부산서구,부산,서구,2614064000,충무동,129.0259959,35.09588256,84608,9,929,91,상설장,매일,Y,N
광안시장,부산수영구,부산,수영구,2650079000,광안4동,129.1124667,35.16011763,145369,18,1131,128,상설장,매일,Y,Y
광안어패류시장,부산수영구,부산,수영구,2650080000,민락동,129.1245342,35.15559064,145369,18,1131,128,상설장,매일,Y,Y
광안종합시장,부산수영구,부산,수영구,2650076000,광안1동,129.1181777,35.16442161,145369,18,1131,128,상설장,매일,Y,N
남천해변시장,부산수영구,부산,수영구,2650066000,남천1동,129.1090408,35.13915613,145369,18,1131,128,상설장,매일,Y,Y
동방시장,부산수영구,부산,수영구,2650080000,민락동,129.1212751,35.15912351,145369,18,1131,128,상설장,매일,Y,N
망미삼성상가시장,부산수영구,부산,수영구,2650074000,망미1동,129.1008259,35.16860867,145369,18,1131,128,상설장,매일,Y,Y
망미새상가시장,부산수영구,부산,수영구,2650074000,망미1동,129.1007557,35.17361624,145369,18,1131,128,상설장,매일,Y,N
망미종합시장,부산수영구,부산,수영구,2650074000,망미1동,129.1035626,35.17180242,145369,18,1131,128,상설장,매일,Y,N
망미중앙시장,부산수영구,부산,수영구,2650075000,망미2동,129.1093334,35.17236834,145369,18,1131,128,상설장,매일,Y,Y
민락골목시장,부산수영구,부산,수영구,2650080000,민락동,129.1236523,35.15760964,145369,18,1131,128,상설장,매일,Y,Y
민락씨랜드시장,부산수영구,부산,수영구,2650080000,민락동,129.1263963,35.15697403,145369,18,1131,128,상설장,매일,Y,Y
민락어패류시장,부산수영구,부산,수영구,2650080000,민락동,129.1243511,35.1556955,145369,18,1131,128,상설장,매일,Y,Y
민락회타운시장,부산수영구,부산,수영구,2650080000,민락동,129.1186411,35.15516031,145369,18,1131,128,상설장,매일,Y,Y
삼익비치A상가시장,부산수영구,부산,수영구,2650067000,남천2동,129.1153663,35.14375309,145369,18,1131,128,상설장,매일,Y,Y
삼익비치B상가시장,부산수영구,부산,수영구,2650067000,남천2동,129.1149654,35.14579319,145369,18,1131,128,상설장,매일,Y,Y
세흥시장,부산수영구,부산,수영구,2650066000,남천1동,129.1123157,35.14940673,145369,18,1131,128,상설장,매일,Y,N
수영팔도시장,부산수영구,부산,수영구,2650073000,수영동,129.1168966,35.16878215,145369,18,1131,128,상설장,매일,Y,Y
현대종합상가시장,부산수영구,부산,수영구,2650073000,수영동,129.1207324,35.16840801,145369,18,1131,128,상설장,매일,Y,Y
거성시장,부산연제구,부산,연제구,2647062000,거제2동,129.0682199,35.19000574,162109,7,400,405,상설장,매일,Y,Y
거제시장,부산연제구,부산,연제구,2647063000,거제3동,129.0726611,35.18188886,162109,7,400,405,상설장,매일,Y,Y
연동시장,부산연제구,부산,연제구,2647065000,연산1동,129.0925228,35.18884338,162109,7,400,405,상설장,매일,Y,Y
연미새시장,부산연제구,부산,연제구,2647070000,연산6동,129.0945796,35.17412578,162109,7,400,405,상설장,매일,Y,N
연일시장,부산연제구,부산,연제구,2647068000,연산4동,129.0848775,35.18557217,162109,7,400,405,상설장,매일,Y,N
연천시장,부산연제구,부산,연제구,2647072000,연산8동,129.0980891,35.18978408,162109,7,400,405,상설장,매일,Y,Y
영남종합시장,부산연제구,부산,연제구,2647069000,연산5동,129.0770184,35.18077479,162109,7,400,405,상설장,매일,Y,Y
남항시장,부산영도구,부산,영도구,2620054000,영선1동,129.0422626,35.08890761,88441,3,466,189,상설장,매일,Y,Y
영도봉래시장,부산영도구,부산,영도구,2620059000,봉래1동,129.0432815,35.09272088,88441,3,466,189,상설장,매일,Y,Y
청학시장,부산영도구,부산,영도구,2620063000,청학1동,129.0603435,35.09660365,88441,3,466,189,상설장,매일,Y,Y
